area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,51.6032391060,2662.8942862310073
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0258274470,0.000667057018537809
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0258274470,0.000667057018537809
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0439799760,0.001934238288960576
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000220120,4.84528144e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000220120,4.84528144e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Macrourus whitsoni","Whitson's grenadier","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0127272600,0.0001619831471075999
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Macrourus whitsoni","Whitson's grenadier","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000063700,4.0576899999999985e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Macrourus whitsoni","Whitson's grenadier","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000063700,4.0576899999999985e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Zanclorhynchus spinifer","Antarctic horsefish","Medium demersals (30 - 89 cm)","Scorpionfishes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0000119880,1.4371214400000004e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Zanclorhynchus spinifer","Antarctic horsefish","Medium demersals (30 - 89 cm)","Scorpionfishes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000000060,3.6000000000000006e-17
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Zanclorhynchus spinifer","Antarctic horsefish","Medium demersals (30 - 89 cm)","Scorpionfishes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000000060,3.6000000000000006e-17
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Bathyraja irrasa","Kerguelen sandpaper skate","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,2.8245086640,7.977849193011064
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Bathyraja irrasa","Kerguelen sandpaper skate","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0014136680,1.998457214224e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2009,"Bathyraja irrasa","Kerguelen sandpaper skate","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0014136680,1.998457214224e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,6.2370400000,244040.3855532867
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,7.4029000000,289657.6854104548
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.3776220000,14775.44131084665
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0001890000,0.003573652729728442
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0001890000,0.003573652729728442
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0197402400,0.0017306710589376
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0000098800,4.3353440000000006e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Australia",Industrial,Landings,Reported,hand lines,Other,0.0000098800,4.3353440000000006e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0679320000,0.00595575060768
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0000340000,1.4919200000000004e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0000340000,1.4919200000000004e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,2.5964010000,6.8564630769966
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0012995000,1.71754915e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0012995000,1.71754915e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0443556000,0.11713234344696002
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000222000,2.934174000000001e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0000222000,2.934174000000001e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,22.8978991800,1187.8426789061625
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0114604100,0.0002937329134875354
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Other,0.0114604100,0.0002937329134875354
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0019980000,0.10364748546571743
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0000010000,2.563022732062251e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0000010000,2.563022732062251e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lithodidae","Stone/king crabs","Lobsters, crabs","Crustaceans","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0479520000,0.0022993943040000003
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lithodidae","Stone/king crabs","Lobsters, crabs","Crustaceans","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0000240000,5.760000000000001e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lithodidae","Stone/king crabs","Lobsters, crabs","Crustaceans","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0000240000,5.760000000000001e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,4.9842507600,1018.8935630102155
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0024946200,0.00025523360272439996
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0024946200,0.00025523360272439996
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,199.4004000000,40761.95075338911
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0998000000,0.010210899276000001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Other,0.0998000000,0.010210899276000001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0379620000,7.760291225595117
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0000190000,1.9439587799999995e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0000190000,1.9439587799999995e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Etmopterus","Lanternsharks","Small to medium sharks (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0046553400,2.16721905156e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Etmopterus","Lanternsharks","Small to medium sharks (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0000023300,5.428900000000001e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Etmopterus","Lanternsharks","Small to medium sharks (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Other,0.0000023300,5.428900000000001e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Paralomis","Spider crabs","Lobsters, crabs","Crustaceans","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0096503400,9.312906211560003e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Paralomis","Spider crabs","Lobsters, crabs","Crustaceans","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0000048300,2.3328900000000003e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Paralomis","Spider crabs","Lobsters, crabs","Crustaceans","Australia",Industrial,Landings,Reported,hand lines,Other,0.0000048300,2.3328900000000003e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lamna nasus","Porbeagle","Large sharks (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1.0389600000,1.519089258131997
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lamna nasus","Porbeagle","Large sharks (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0005200000,3.8053299999999964e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lamna nasus","Porbeagle","Large sharks (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0005200000,3.8053299999999964e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,2351.2961701800,12064358.969914783
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,1.1768249100,3.022130982312338
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,1.1768249100,3.022130982312338
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0159840000,82.01294087097314
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000080000,2.0544303280000003e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0000080000,2.0544303280000003e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,2424.4451280000,12439681.86483877
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,1.2134360000,3.1161496493587606
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Other,1.2134360000,3.1161496493587606
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,91.6442640000,470221.1964837245
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0458680000,0.11779076285588005
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0458680000,0.11779076285588005
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,700.5854532600,493364.7586988646
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.3506433700,0.12358824257161682
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.3506433700,0.12358824257161682
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,3.6323640000,2557.9754475738027
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0018180000,0.0006407747706600002
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0018180000,0.0006407747706600002
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,158.7008403000,25395.343315510538
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0794298500,0.006361552572470003
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0794298500,0.006361552572470003
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,1.3193793000,211.1273653216943
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0006603500,5.2887563570000004e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0006603500,5.2887563570000004e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,2.6433540000,7.1003427849648
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0013230000,1.7786412e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Other,0.0013230000,1.7786412e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0427572000,0.11485059380064
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0000214000,2.8770159999999997e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,pots or traps,Other,0.0000214000,2.8770159999999997e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Bathyraja eatonii","Eaton's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,26.3260276200,693.0597302490028
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Bathyraja eatonii","Eaton's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0131761900,0.00017361198291609997
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Bathyraja eatonii","Eaton's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0131761900,0.00017361198291609997
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1.8108873000,3.2793128133012903
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0009063500,8.214703225000002e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0009063500,8.214703225000002e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,3.0939429600,12.069889045501881
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0015485200,3.0235162704e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0015485200,3.0235162704e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.8071920000,3.14896493063232
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0004040000,7.888180800000001e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0004040000,7.888180800000001e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,95.9457182400,9206.731045859728
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0480208800,0.0023062930412544
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0480208800,0.0023062930412544
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0119880000,1.15034098240512
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,3,2010,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0000060000,2.8816128e-07
